2.3.1.87,"['acetyl-CoA [CPD:C00024]', '2-arylethylamine [CPD:C15534]']","['CoA [CPD:C00010]', 'N-acetyl-2-arylethylamine [CPD:C15535]']",R03760,"['Transferases', 'Acyltransferases', 'Transferring groups other than aminoacyl groups']",MGP000004
3.1.3.48,"['[protein]-tyrosine phosphate [CPD:C01167]', 'H2O [CPD:C00001]']","['[protein]-tyrosine [CPD:C00585]', 'phosphate [CPD:C00009]']",R02585,"['Hydrolases', 'Acting on ester bonds', 'Phosphoric-monoester hydrolases']",MGP000032
3.1.3.2,"['phosphate monoester [CPD:C01153]', 'H2O [CPD:C00001]']","['alcohol [CPD:C00069]', 'phosphate [CPD:C00009]']",R00626,"['Hydrolases', 'Acting on ester bonds', 'Phosphoric-monoester hydrolases']",MGP000033
6.2.1.3,"['ATP [CPD:C00002]', 'long-chain fatty acid [CPD:C00638]', 'CoA [CPD:C00010]']","['AMP [CPD:C00020]', 'diphosphate [CPD:C00013]', 'acyl-CoA [CPD:C00040]']",R00390,"['Ligases', 'Forming carbon-sulfur bonds', 'Acid-thiol ligases']",MGP001026
6.2.1.3,"['ATP [CPD:C00002]', 'long-chain fatty acid [CPD:C00638]', 'CoA [CPD:C00010]']","['AMP [CPD:C00020]', 'diphosphate [CPD:C00013]', 'acyl-CoA [CPD:C00040]']",R00390,"['Ligases', 'Forming carbon-sulfur bonds', 'Acid-thiol ligases']",MGP001027
6.2.1.3,"['ATP [CPD:C00002]', 'long-chain fatty acid [CPD:C00638]', 'CoA [CPD:C00010]']","['AMP [CPD:C00020]', 'diphosphate [CPD:C00013]', 'acyl-CoA [CPD:C00040]']",R00390,"['Ligases', 'Forming carbon-sulfur bonds', 'Acid-thiol ligases']",MGP001028
6.2.1.3,"['ATP [CPD:C00002]', 'long-chain fatty acid [CPD:C00638]', 'CoA [CPD:C00010]']","['AMP [CPD:C00020]', 'diphosphate [CPD:C00013]', 'acyl-CoA [CPD:C00040]']",R00390,"['Ligases', 'Forming carbon-sulfur bonds', 'Acid-thiol ligases']",MGP005237
6.2.1.3,"['ATP [CPD:C00002]', 'long-chain fatty acid [CPD:C00638]', 'CoA [CPD:C00010]']","['AMP [CPD:C00020]', 'diphosphate [CPD:C00013]', 'acyl-CoA [CPD:C00040]']",R00390,"['Ligases', 'Forming carbon-sulfur bonds', 'Acid-thiol ligases']",MGP004630
6.2.1.2,"['ATP [CPD:C00002]', 'medium-chain fatty acid [CPD:C21925]', 'CoA [CPD:C00010]']","['AMP [CPD:C00020]', 'diphosphate [CPD:C00013]', 'medium-chain acyl-CoA [CPD:C21926]']",R00389,"['Ligases', 'Forming carbon-sulfur bonds', 'Acid-thiol ligases']",MGP006367
6.2.1.2,"['ATP [CPD:C00002]', 'medium-chain fatty acid [CPD:C21925]', 'CoA [CPD:C00010]']","['AMP [CPD:C00020]', 'diphosphate [CPD:C00013]', 'medium-chain acyl-CoA [CPD:C21926]']",R00389,"['Ligases', 'Forming carbon-sulfur bonds', 'Acid-thiol ligases']",MGP006443
6.2.1.2,"['ATP [CPD:C00002]', 'medium-chain fatty acid [CPD:C21925]', 'CoA [CPD:C00010]']","['AMP [CPD:C00020]', 'diphosphate [CPD:C00013]', 'medium-chain acyl-CoA [CPD:C21926]']",R00389,"['Ligases', 'Forming carbon-sulfur bonds', 'Acid-thiol ligases']",MGP007047
6.2.1.2,"['ATP [CPD:C00002]', 'medium-chain fatty acid [CPD:C21925]', 'CoA [CPD:C00010]']","['AMP [CPD:C00020]', 'diphosphate [CPD:C00013]', 'medium-chain acyl-CoA [CPD:C21926]']",R00389,"['Ligases', 'Forming carbon-sulfur bonds', 'Acid-thiol ligases']",MGP007018
6.2.1.2,"['ATP [CPD:C00002]', 'medium-chain fatty acid [CPD:C21925]', 'CoA [CPD:C00010]']","['AMP [CPD:C00020]', 'diphosphate [CPD:C00013]', 'medium-chain acyl-CoA [CPD:C21926]']",R00389,"['Ligases', 'Forming carbon-sulfur bonds', 'Acid-thiol ligases']",MGP005357
6.2.1.1,"['ATP [CPD:C00002]', 'acetate [CPD:C00033]', 'CoA [CPD:C00010]']","['AMP [CPD:C00020]', 'diphosphate [CPD:C00013]', 'acetyl-CoA [CPD:C00024]']",R00235,"['Ligases', 'Forming carbon-sulfur bonds', 'Acid-thiol ligases']",MGP006143
6.2.1.1,"['ATP [CPD:C00002]', 'acetate [CPD:C00033]', 'CoA [CPD:C00010]']","['AMP [CPD:C00020]', 'diphosphate [CPD:C00013]', 'acetyl-CoA [CPD:C00024]']",R00235,"['Ligases', 'Forming carbon-sulfur bonds', 'Acid-thiol ligases']",MGP005886
2.7.11.30,"['ATP [CPD:C00002]', '[receptor-protein]']","['ADP [CPD:C00008]', '[receptor-protein] phosphate']",(other,"['Transferases', 'Transferring phosphorus-containing groups', 'Protein-serine/threonine kinases']",MGP000045
2.7.11.30,"['ATP [CPD:C00002]', '[receptor-protein]']","['ADP [CPD:C00008]', '[receptor-protein] phosphate']",(other,"['Transferases', 'Transferring phosphorus-containing groups', 'Protein-serine/threonine kinases']",MGP006511
2.7.11.30,"['ATP [CPD:C00002]', '[receptor-protein]']","['ADP [CPD:C00008]', '[receptor-protein] phosphate']",(other,"['Transferases', 'Transferring phosphorus-containing groups', 'Protein-serine/threonine kinases']",MGP000046
2.7.11.30,"['ATP [CPD:C00002]', '[receptor-protein]']","['ADP [CPD:C00008]', '[receptor-protein] phosphate']",(other,"['Transferases', 'Transferring phosphorus-containing groups', 'Protein-serine/threonine kinases']",MGP000047
3.5.1.14,"['N-acyl-aliphatic-L-amino acid', 'H2O [CPD:C00001]', 'N-acetyl-L-cysteine-S-conjugate']","['aliphatic L-amino acid', 'carboxylate [CPD:C00060]', 'L-cysteine-S-conjugate [CPD:C02882]', 'acetate [CPD:C00033]']",R01263,"['Hydrolases', 'Acting on carbon-nitrogen bonds, other than peptide bonds', 'In linear amides']",MGP000048
3.5.1.114,"['N-acyl-aromatic-L-amino acid [CPD:C20735]', 'H2O [CPD:C00001]', 'N-acetyl-L-cysteine S-conjugate [CPD:C05727]']","['aromatic-L-amino acid [CPD:C01021]', 'carboxylate [CPD:C00060]', 'L-cysteine S-conjugate [CPD:C05726]', 'acetate [CPD:C00033]']",R10553,"['Hydrolases', 'Acting on carbon-nitrogen bonds, other than peptide bonds', 'In linear amides']",MGP006264
3.6.1.7,"['acylphosphate', 'H2O [CPD:C00001]']","['carboxylate [CPD:C00060]', 'phosphate [CPD:C00009]']",R00539,"['Hydrolases', 'Acting on acid anhydrides', 'In phosphorus-containing anhydrides']",MGP000049
3.5.4.4,"['adenosine [CPD:C00212]', 'H2O [CPD:C00001]', ""2'-deoxyadenosine [CPD:C00559]""]","['inosine [CPD:C00294]', 'NH3 [CPD:C00014]', ""2'-deoxyinosine [CPD:C05512]""]",R01560,"['Hydrolases', 'Acting on carbon-nitrogen bonds, other than peptide bonds', 'In cyclic amidines']",MGP000050
3.5.4.37,"['adenine in double-stranded RNA [CPD:C22573]', 'H2O [CPD:C00001]']","['hypoxanthine in double-stranded RNA [CPD:C22574]', 'NH3 [CPD:C00014]']",R13080,"['Hydrolases', 'Acting on carbon-nitrogen bonds, other than peptide bonds', 'In cyclic amidines']",MGP000053
4.6.1.1,['ATP [CPD:C00002]'],"[""3',5'-cyclic AMP [CPD:C00575]"", 'diphosphate [CPD:C00013]']",R00089,"['Lyases', 'Phosphorus-oxygen lyases', 'Phosphorus-oxygen lyases (only sub-subclass identified to date)']",MGP000055
4.6.1.1,['ATP [CPD:C00002]'],"[""3',5'-cyclic AMP [CPD:C00575]"", 'diphosphate [CPD:C00013]']",R00089,"['Lyases', 'Phosphorus-oxygen lyases', 'Phosphorus-oxygen lyases (only sub-subclass identified to date)']",MGP005501
4.6.1.1,['ATP [CPD:C00002]'],"[""3',5'-cyclic AMP [CPD:C00575]"", 'diphosphate [CPD:C00013]']",R00089,"['Lyases', 'Phosphorus-oxygen lyases', 'Phosphorus-oxygen lyases (only sub-subclass identified to date)']",MGP000056
4.6.1.1,['ATP [CPD:C00002]'],"[""3',5'-cyclic AMP [CPD:C00575]"", 'diphosphate [CPD:C00013]']",R00089,"['Lyases', 'Phosphorus-oxygen lyases', 'Phosphorus-oxygen lyases (only sub-subclass identified to date)']",MGP000057
4.6.1.1,['ATP [CPD:C00002]'],"[""3',5'-cyclic AMP [CPD:C00575]"", 'diphosphate [CPD:C00013]']",R00089,"['Lyases', 'Phosphorus-oxygen lyases', 'Phosphorus-oxygen lyases (only sub-subclass identified to date)']",MGP000058
4.6.1.1,['ATP [CPD:C00002]'],"[""3',5'-cyclic AMP [CPD:C00575]"", 'diphosphate [CPD:C00013]']",R00089,"['Lyases', 'Phosphorus-oxygen lyases', 'Phosphorus-oxygen lyases (only sub-subclass identified to date)']",MGP000059
4.6.1.1,['ATP [CPD:C00002]'],"[""3',5'-cyclic AMP [CPD:C00575]"", 'diphosphate [CPD:C00013]']",R00089,"['Lyases', 'Phosphorus-oxygen lyases', 'Phosphorus-oxygen lyases (only sub-subclass identified to date)']",MGP000060
4.6.1.1,['ATP [CPD:C00002]'],"[""3',5'-cyclic AMP [CPD:C00575]"", 'diphosphate [CPD:C00013]']",R00089,"['Lyases', 'Phosphorus-oxygen lyases', 'Phosphorus-oxygen lyases (only sub-subclass identified to date)']",MGP000061
4.6.1.1,['ATP [CPD:C00002]'],"[""3',5'-cyclic AMP [CPD:C00575]"", 'diphosphate [CPD:C00013]']",R00089,"['Lyases', 'Phosphorus-oxygen lyases', 'Phosphorus-oxygen lyases (only sub-subclass identified to date)']",MGP000062
1.1.1.1,"['primary alcohol [CPD:C00226]', 'NAD+ [CPD:C00003]', 'secondary alcohol [CPD:C01612]']","['aldehyde [CPD:C00071]', 'NADH [CPD:C00004]', 'H+ [CPD:C00080]', 'ketone [CPD:C01450]']",R00623,"['Oxidoreductases', 'Acting on the CH-OH group of donors', 'With NAD+ or NADP+ as acceptor']",MGP000066
1.1.1.1,"['primary alcohol [CPD:C00226]', 'NAD+ [CPD:C00003]', 'secondary alcohol [CPD:C01612]']","['aldehyde [CPD:C00071]', 'NADH [CPD:C00004]', 'H+ [CPD:C00080]', 'ketone [CPD:C01450]']",R00623,"['Oxidoreductases', 'Acting on the CH-OH group of donors', 'With NAD+ or NADP+ as acceptor']",MGP000067
1.1.1.1,"['primary alcohol [CPD:C00226]', 'NAD+ [CPD:C00003]', 'secondary alcohol [CPD:C01612]']","['aldehyde [CPD:C00071]', 'NADH [CPD:C00004]', 'H+ [CPD:C00080]', 'ketone [CPD:C01450]']",R00623,"['Oxidoreductases', 'Acting on the CH-OH group of donors', 'With NAD+ or NADP+ as acceptor']",MGP000068
1.1.1.1,"['primary alcohol [CPD:C00226]', 'NAD+ [CPD:C00003]', 'secondary alcohol [CPD:C01612]']","['aldehyde [CPD:C00071]', 'NADH [CPD:C00004]', 'H+ [CPD:C00080]', 'ketone [CPD:C01450]']",R00623,"['Oxidoreductases', 'Acting on the CH-OH group of donors', 'With NAD+ or NADP+ as acceptor']",MGP000069
1.1.1.1,"['primary alcohol [CPD:C00226]', 'NAD+ [CPD:C00003]', 'secondary alcohol [CPD:C01612]']","['aldehyde [CPD:C00071]', 'NADH [CPD:C00004]', 'H+ [CPD:C00080]', 'ketone [CPD:C01450]']",R00623,"['Oxidoreductases', 'Acting on the CH-OH group of donors', 'With NAD+ or NADP+ as acceptor']",MGP000071
1.1.99.24,"['(S)-3-hydroxybutanoate [CPD:C03197]', '2-oxoglutarate [CPD:C00026]']","['acetoacetate [CPD:C00164]', '(R)-2-hydroxyglutarate [CPD:C01087]']",R03225,"['Oxidoreductases', 'Acting on the CH-OH group of donors', 'With unknown physiological acceptors']",MGP006546
1.13.11.54,"['1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one [CPD:C15606]', 'O2 [CPD:C00007]']","['4-(methylsulfanyl)-2-oxobutanoate [CPD:C01180]', 'formate [CPD:C00058]']",R07364,"['Oxidoreductases', 'Acting on single donors with incorporation of molecular oxygen (oxygenases)', 'With incorporation of two atoms of oxygen']",MGP005406
2.7.1.20,"['ATP [CPD:C00002]', 'adenosine [CPD:C00212]']","['ADP [CPD:C00008]', 'AMP [CPD:C00020]']",R00185,"['Transferases', 'Transferring phosphorus-containing groups', 'Phosphotransferases with an alcohol group as acceptor']",MGP000072
1.13.11.19,"['cysteamine [CPD:C01678]', 'O2 [CPD:C00007]']",['hypotaurine [CPD:C00519]'],R02467,"['Oxidoreductases', 'Acting on single donors with incorporation of molecular oxygen (oxygenases)', 'With incorporation of two atoms of oxygen']",MGP006180
2.7.11.15,"['ATP [CPD:C00002]', '[beta-adrenergic receptor] [CPD:C01141]']","['ADP [CPD:C00008]', 'phospho-beta-adrenergic receptor [CPD:C04141]']",R03274,"['Transferases', 'Transferring phosphorus-containing groups', 'Protein-serine/threonine kinases']",MGP000088
4.3.2.2,"['N6-(1,2-dicarboxyethyl)AMP [CPD:C03794]', '(S)-2-[5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate [CPD:C04823]']","['fumarate [CPD:C00122]', 'AMP [CPD:C00020]', '5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide [CPD:C04677]']",R01083,"['Lyases', 'Carbon-nitrogen lyases', 'Amidine-lyases']",MGP000089
6.3.4.4,"['GTP [CPD:C00044]', 'IMP [CPD:C00130]', 'L-aspartate [CPD:C00049]']","['GDP [CPD:C00035]', 'phosphate [CPD:C00009]', 'N6-(1,2-dicarboxyethyl)-AMP [CPD:C03794]']",R01135,"['Ligases', 'Forming carbon-nitrogen bonds', 'Other carbon-nitrogen ligases']",MGP000090
6.3.4.4,"['GTP [CPD:C00044]', 'IMP [CPD:C00130]', 'L-aspartate [CPD:C00049]']","['GDP [CPD:C00035]', 'phosphate [CPD:C00009]', 'N6-(1,2-dicarboxyethyl)-AMP [CPD:C03794]']",R01135,"['Ligases', 'Forming carbon-nitrogen bonds', 'Other carbon-nitrogen ligases']",MGP006432
3.5.1.9,"['N-formyl-L-kynurenine [CPD:C02700]', 'H2O [CPD:C00001]']","['formate [CPD:C00058]', 'L-kynurenine [CPD:C00328]']",R01959,"['Hydrolases', 'Acting on carbon-nitrogen bonds, other than peptide bonds', 'In linear amides']",MGP006452
3.5.3.11,"['agmatine [CPD:C00179]', 'H2O [CPD:C00001]']","['putrescine [CPD:C00134]', 'urea [CPD:C00086]']",R01157,"['Hydrolases', 'Acting on carbon-nitrogen bonds, other than peptide bonds', 'In linear amidines']",MGP005921
2.3.1.51,"['acyl-CoA [CPD:C00040]', '1-acyl-sn-glycerol 3-phosphate [CPD:C00681]']","['CoA [CPD:C00010]', '1,2-diacyl-sn-glycerol 3-phosphate [CPD:C00416]']",R02241,"['Transferases', 'Acyltransferases', 'Transferring groups other than aminoacyl groups']",MGP004282
2.3.1.51,"['acyl-CoA [CPD:C00040]', '1-acyl-sn-glycerol 3-phosphate [CPD:C00681]']","['CoA [CPD:C00010]', '1,2-diacyl-sn-glycerol 3-phosphate [CPD:C00416]']",R02241,"['Transferases', 'Acyltransferases', 'Transferring groups other than aminoacyl groups']",MGP004283
2.3.1.51,"['acyl-CoA [CPD:C00040]', '1-acyl-sn-glycerol 3-phosphate [CPD:C00681]']","['CoA [CPD:C00010]', '1,2-diacyl-sn-glycerol 3-phosphate [CPD:C00416]']",R02241,"['Transferases', 'Acyltransferases', 'Transferring groups other than aminoacyl groups']",MGP005562
2.3.1.51,"['acyl-CoA [CPD:C00040]', '1-acyl-sn-glycerol 3-phosphate [CPD:C00681]']","['CoA [CPD:C00010]', '1,2-diacyl-sn-glycerol 3-phosphate [CPD:C00416]']",R02241,"['Transferases', 'Acyltransferases', 'Transferring groups other than aminoacyl groups']",MGP005563
2.3.1.51,"['acyl-CoA [CPD:C00040]', '1-acyl-sn-glycerol 3-phosphate [CPD:C00681]']","['CoA [CPD:C00010]', '1,2-diacyl-sn-glycerol 3-phosphate [CPD:C00416]']",R02241,"['Transferases', 'Acyltransferases', 'Transferring groups other than aminoacyl groups']",MGP005419
2.3.1.15,"['acyl-CoA [CPD:C00040]', 'sn-glycerol 3-phosphate [CPD:C00093]']","['CoA [CPD:C00010]', '1-acyl-sn-glycerol 3-phosphate [CPD:C00681]']",R00851,"['Transferases', 'Acyltransferases', 'Transferring groups other than aminoacyl groups']",MGP006173
2.5.1.26,"['1-acyl-glycerone 3-phosphate [CPD:C03372]', 'long-chain alcohol [CPD:C00339]']","['alkyl-glycerone 3-phosphate [CPD:C03715]', 'long-chain acid anion [CPD:C03129]']",R04311,"['Transferases', 'Transferring alkyl or aryl groups, other than methyl groups', 'Transferring alkyl or aryl groups, other than methyl groups (only sub-subclass identified to date)']",MGP003590
2.6.1.51,"['L-serine [CPD:C00065]', 'pyruvate [CPD:C00022]']","['3-hydroxypyruvate [CPD:C00168]', 'L-alanine [CPD:C00041]']",R00585,"['Transferases', 'Transferring nitrogenous groups', 'Transaminases']",MGP000104
2.6.1.44,"['L-alanine [CPD:C00041]', 'glyoxylate [CPD:C00048]']","['pyruvate [CPD:C00022]', 'glycine [CPD:C00037]']",R00369,"['Transferases', 'Transferring nitrogenous groups', 'Transaminases']",MGP005803
2.7.4.3,"['ATP [CPD:C00002]', 'AMP [CPD:C00020]']",['ADP [CPD:C00008]'],R00127,"['Transferases', 'Transferring phosphorus-containing groups', 'Phosphotransferases with a phosphate group as acceptor']",MGP000106
